left_context,Candidate_words,right_context,target_status 
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I",burnt,"the library, and our piano along with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>",0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt",the,"library, and our piano along with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>",0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the","library,",and our piano along with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library,",and,our piano along with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and",our,piano along with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our",piano,along with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano",along,with it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along",with,it. Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with",it.,Rose screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it.",Rose,screams on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,1
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose",screams,on the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose screams",on,the note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose screams on",the,note B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose screams on the",note,B flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose screams on the note",B,flat. We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose screams on the note B",flat.,We don't need a piano anymore now that we have a human tuning fork. <end>,0
"<start> When Rose takes to screaming, she starts loud, continues loud, and ends loud. Rose has a very good ear and always screams on the same note. I'd tested her before I burnt the library, and our piano along with it. Rose screams on the note B flat.",We,don't need a piano anymore now that we have a human tuning fork. <end>,0
